Date,Price,Open,High,Low,Vol.,Change %
08/07/2018,23.75,23.95,23.8,23.7,6.49M,-0.84%
08/06/2018,23.95,23.85,24.25,23.7,11.47M,0.42%
08/03/2018,23.85,23.65,23.85,23.5,4.62M,0.85%
08/02/2018,23.65,23.05,23.7,23,5.48M,2.60%
08/01/2018,23.05,23,23.2,23,94.86M,0.22%
07/31/2018,23,23.7,23.65,23,9.44M,-2.95%
07/30/2018,23.7,23.7,24,23.7,8.38M,0.00%
07/27/2018,23.7,23.7,23.8,23.7,31.29M,0.00%
07/26/2018,23.7,23.25,23.75,23.5,30.29M,1.94%
07/25/2018,23.25,23.1,23.3,23.1,20.40M,0.65%
07/24/2018,23.1,23.05,23.25,23.05,42.72M,0.22%
07/23/2018,23.05,23,23.1,23,11.29M,0.22%
07/20/2018,23,22.95,23.65,22.9,64.93M,0.22%
07/19/2018,22.95,23.95,23.95,22.9,26.51M,-4.18%
07/18/2018,23.95,23.8,24,23.75,15.15M,0.63%
07/17/2018,23.8,23.95,24,23.8,15.42M,-0.63%
07/16/2018,23.95,24,24,23.85,16.61M,-0.21%
07/13/2018,24,24,24,23.95,4.19M,0.00%
07/12/2018,24,24.4,24.05,23.95,40.84M,-1.64%
07/11/2018,24.4,24.2,24.4,24.15,41.05M,0.83%
07/10/2018,24.2,24.3,24.95,24,39.93M,-0.41%
07/09/2018,24.3,24.3,25,24.25,13.92M,0.00%
07/06/2018,24.3,24.3,24.35,24.25,17.27M,0.00%
07/05/2018,24.3,24.3,24.5,24.15,38.30M,0.00%
07/04/2018,24.3,24,24.5,24,6.97M,1.25%
07/03/2018,24,24.6,24.65,24,16.49M,-2.44%
07/02/2018,24.6,25.5,25.5,24.6,8.78M,-1.60%
06/29/2018,25,25,25.25,24.95,50.45M,0.40%
06/28/2018,24.9,25.3,25.3,24.5,26.23M,-0.40%
06/27/2018,25,25.5,25.45,24.95,31.54M,-1.96%
06/26/2018,25.5,25.9,25.9,25.4,20.23M,-1.73%
06/25/2018,25.95,25.8,26,25.8,16.19M,0.19%
06/22/2018,25.9,25.95,25.9,25.6,4.16M,0.78%
06/21/2018,25.7,26.25,25.8,25.4,8.32M,-1.15%
06/20/2018,26,25.5,26,25.35,44.84M,1.96%
06/19/2018,25.5,26.5,26.5,25.4,35.80M,-3.41%
06/14/2018,26.4,26.65,26.75,26.35,8.48M,-1.31%
06/13/2018,26.75,27.2,27.15,26.65,7.60M,-1.65%
06/12/2018,27.2,27.2,27.2,27.2,1.28M,-0.37%
06/11/2018,27.3,27.05,27.5,27.05,3.79M,0.92%
06/08/2018,27.05,27.85,27.85,27.05,8.47M,-2.70%
06/07/2018,27.8,28,27.95,27.7,14.95M,-0.71%
06/06/2018,28,27.1,28.2,27.6,110.60M,3.51%
06/05/2018,27.05,25.8,27.05,26.1,19.96M,4.04%
06/04/2018,26,25.5,26,25.35,15.13M,1.96%
06/01/2018,25.5,25.9,25.9,25.45,55.52M,0.00%
05/31/2018,25.5,26.5,26.5,25.3,127.19M,-0.39%
05/30/2018,25.6,26,26.3,25.5,35.70M,-1.92%
05/28/2018,26.1,26.05,26.3,25.35,9.14M,-2.06%
05/25/2018,26.65,27,27,26.4,22.21M,-1.30%
05/24/2018,27,27.5,27.9,27,20.37M,-3.40%
05/23/2018,27.95,27.95,28,27.75,20.08M,0.00%
05/22/2018,27.95,28,28.05,27.95,26.46M,-0.36%
05/21/2018,28.05,28.3,28.05,27.95,10.09M,0.18%
05/18/2018,28,27.9,28,27.85,7.58M,0.36%
05/17/2018,27.9,27.8,28,27.8,170.61M,0.54%
05/16/2018,27.75,27.65,27.95,27.6,33.82M,0.54%
05/15/2018,27.6,28.6,28.6,27.6,11.73M,-4.00%
05/14/2018,28.75,28.65,28.9,28.55,5.54M,-0.52%
05/11/2018,28.9,28,29,28,22.16M,3.40%
05/10/2018,27.95,27.5,27.95,27.5,79.35M,1.64%
05/09/2018,27.5,27.5,27.5,27.4,13.78M,0.36%
05/08/2018,27.4,27.4,27.5,27.35,32.54M,-0.18%
05/07/2018,27.45,27.5,27.5,27.4,10.66M,-0.18%
05/04/2018,27.5,27.7,27.6,27.3,11.81M,-0.54%
05/03/2018,27.65,27.8,27.8,27.6,17.66M,0.18%
05/02/2018,27.6,27.7,27.7,27.6,30.07M,0.55%
04/30/2018,27.45,27.35,27.55,27.4,23.61M,0.18%
04/27/2018,27.4,27.45,27.5,27.4,32.18M,-0.18%
04/26/2018,27.45,27.5,27.6,27.45,17.02M,-0.18%
04/25/2018,27.5,27.8,27.9,27.5,7.14M,-1.43%
04/24/2018,27.9,27.5,28,27.2,24.57M,2.57%
04/23/2018,27.2,27,27.25,27,76.67M,0.74%
04/20/2018,27,26.95,27,26.95,30.19M,0.00%
04/19/2018,27,27,27,26.9,70.72M,0.00%
04/18/2018,27,27,27,26.8,9.12M,0.19%
04/17/2018,26.95,27,27.1,26.9,65.23M,1.70%
04/16/2018,26.5,26.35,26.8,26.1,11.08M,1.53%
04/13/2018,26.1,26.05,26.1,26,14.28M,0.38%
04/12/2018,26,26,26.1,25.65,28.07M,-0.95%
04/11/2018,26.25,26.15,26.7,26.1,100.63M,-0.38%
04/10/2018,26.35,27,26.8,26.05,43.98M,-2.04%
04/09/2018,26.9,27,27.25,26.5,22.49M,-1.47%
04/06/2018,27.3,27.9,27.5,26.8,31.45M,-0.73%
04/05/2018,27.5,27.95,27.5,27.35,16.52M,0.55%
04/04/2018,27.35,27.35,27.4,27,61.23M,-8.22%
04/03/2018,29.8,30.5,30.7,29.8,88.20M,1.71%
03/29/2018,29.3,29.7,29.95,29,45.34M,-1.68%
03/28/2018,29.8,30.5,30,29.8,13.26M,-0.17%
03/27/2018,29.85,30.6,30.75,29.5,59.85M,-2.13%
03/26/2018,30.5,31,31.4,30.4,58.42M,0.99%
03/23/2018,30.2,28.8,30.2,28.8,24.67M,4.86%
03/22/2018,28.8,28.45,29,28.45,67.27M,1.77%
03/21/2018,28.3,28.45,28.4,28,29.59M,1.07%
03/20/2018,28,28.45,28.8,27.85,24.14M,0.00%
03/19/2018,28,27,28,26.8,128.97M,1.45%
03/16/2018,27.6,28.8,28.7,27.6,87.42M,-4.00%
03/15/2018,28.75,30.15,30.05,28.65,66.95M,-3.85%
03/14/2018,29.9,31,31,29.9,36.34M,-1.81%
03/13/2018,30.45,31.4,31.5,30.3,70.26M,-1.77%
03/12/2018,31,30.95,31.9,30.9,78.96M,0.32%
03/09/2018,30.9,30.95,31,30.9,6.49M,-0.32%
03/08/2018,31,31,31,29.95,16.63M,-0.64%
03/07/2018,31.2,31.5,31.5,30.9,64.60M,-0.16%
03/06/2018,31.25,31.1,31.35,31,37.85M,0.48%
03/05/2018,31.1,31.55,31.55,31,11.94M,-1.43%
03/02/2018,31.55,31.95,32,31.2,44.33M,0.16%
03/01/2018,31.5,31.85,31.9,31.5,40.04M,-1.25%
02/28/2018,31.9,31.7,32,31.35,25.57M,1.75%
02/27/2018,31.35,32,32,31.3,15.36M,-2.49%
02/26/2018,32.15,32.05,32.15,32,8.97M,0.78%
02/23/2018,31.9,31.75,32.3,31.7,29.34M,0.47%
02/22/2018,31.75,31.4,31.85,31.4,23.00M,0.79%
02/21/2018,31.5,31,31.6,30.75,11.82M,1.45%
02/20/2018,31.05,31,32,30.8,5.57M,-0.80%
02/19/2018,31.3,32,32,31.3,15.65M,-2.19%
02/16/2018,32,31.9,32,31.9,27.48M,1.11%
02/15/2018,31.65,32,32.35,31.65,27.63M,0.48%
02/14/2018,31.5,30.4,31.5,30.35,15.71M,5.00%
02/13/2018,30,28.5,30,28.5,16.16M,2.04%
02/12/2018,29.4,29.6,30,29.4,19.35M,-4.85%
02/09/2018,30.9,32,31.7,30.4,9.77M,-3.44%
02/08/2018,32,31.75,32,31.75,14.95M,0.00%
02/07/2018,32,31.45,32.15,31.2,22.73M,2.56%
02/06/2018,31.2,32.65,32,31.05,17.83M,-4.44%
02/05/2018,32.65,32,32.65,32,12.58M,2.19%
02/02/2018,31.95,31.05,32.15,31.05,19.04M,2.90%
02/01/2018,31.05,31.05,31.5,31,10.66M,0.16%
01/31/2018,31,31.05,31.1,30.85,48.52M,0.00%
01/30/2018,31,31,31.85,30.9,15.57M,0.00%
01/29/2018,31,31.15,32,30.9,32.84M,0.00%
01/26/2018,31,31,31.5,30.9,15.11M,0.00%
01/25/2018,31,31,31,30.6,54.86M,0.00%
01/24/2018,31,31,31.48,30,17.63M,-3.13%
01/23/2018,32,32.74,32.89,31.11,43.30M,-2.29%
01/22/2018,32.75,32,33,32,19.37M,-0.76%
01/19/2018,33,32.4,33.6,31.81,33.03M,2.17%
01/18/2018,32.3,32,32.88,31.21,16.13M,-0.62%
01/17/2018,32.5,34.2,34.2,32.5,29.77M,-3.01%
01/16/2018,33.51,32.55,33.6,32.55,25.15M,4.72%
01/15/2018,32,31,32,29.8,23.95M,2.37%
01/12/2018,31.26,32.9,33.02,31.26,49.21M,-5.30%
01/11/2018,33.01,32.5,34.12,32.15,129.43M,3.09%
01/10/2018,32.02,30.5,32.02,30.02,63.50M,6.73%
01/09/2018,30,28.97,30.04,28.6,41.90M,4.86%
01/08/2018,28.61,28,28.95,27.98,17.46M,2.54%
01/05/2018,27.9,27.5,28.87,26.95,47.38M,2.12%
01/04/2018,27.32,26.5,27.32,26.48,11.02M,5.00%
01/03/2018,26.02,26.54,26.54,25.8,13.61M,0.35%
01/02/2018,25.93,25.67,26.45,25.67,24.78M,1.13%
12/29/2017,25.64,25.5,25.7,25.5,21.12M,0.55%
12/28/2017,25.5,25.49,25.5,25.49,10.19M,0.00%
12/27/2017,25.5,25.5,25.5,25.45,10.17M,0.00%
12/22/2017,25.5,25.49,25.5,25.42,10.14M,0.24%
12/21/2017,25.44,25.49,25.5,25.27,5.26M,-0.04%
12/20/2017,25.45,25.5,25.5,25.38,5.52M,0.28%
12/19/2017,25.38,25.5,25.59,25.37,62.51M,-0.94%
12/18/2017,25.62,25.7,25.79,25.6,35.30M,-0.31%
12/15/2017,25.7,24.99,25.72,25,127.92M,2.84%
12/14/2017,24.99,25,25,24.6,29.43M,-0.04%
12/13/2017,25,26,26,24.9,17.34M,-3.85%
12/12/2017,26,26,26.38,25.9,35.18M,-0.12%
12/11/2017,26.03,26.68,26.98,26.03,35.32M,-3.27%
12/08/2017,26.91,27.22,27.22,26.65,10.79M,-2.15%
12/07/2017,27.5,27.32,27.8,26,112.74M,5.61%
12/06/2017,26.04,25.19,26.44,25.01,71.18M,4.12%
12/05/2017,25.01,25.25,25.15,25,42.82M,0.64%
12/04/2017,24.85,25,25.1,24.85,55.62M,-0.32%
11/30/2017,24.93,25.3,25,24.92,39.67M,0.56%
11/29/2017,24.79,25,25.85,24.79,26.75M,0.12%
11/28/2017,24.76,24.9,25.92,24.76,62.74M,0.12%
11/27/2017,24.73,24.8,24.95,24.73,25.60M,-1.04%
11/24/2017,24.99,25.34,24.99,24.7,19.36M,-0.04%
11/23/2017,25,24.98,25.51,23.8,90.29M,1.83%
11/22/2017,24.55,24.51,24.6,24.32,11.90M,1.28%
11/21/2017,24.24,24.96,24.96,24.1,27.35M,-2.96%
11/20/2017,24.98,25,25,24.13,12.78M,3.57%
11/17/2017,24.12,24.05,24.79,24,71.76M,0.33%
11/16/2017,24.04,24.05,24.5,24.04,18.63M,0.38%
11/15/2017,23.95,24.1,24.1,23.94,24.69M,1.14%
11/14/2017,23.68,24.96,24.96,24.5,10.57M,-4.67%
11/13/2017,24.84,25,25,24.8,5.12M,-0.64%
11/10/2017,25,25.08,25.12,25,32.95M,-0.40%
11/09/2017,25.1,25.52,25.52,25.1,3.51M,-1.88%
11/08/2017,25.58,25.65,25.65,25.51,6.90M,-0.85%
11/07/2017,25.8,25.62,25.8,25.62,5.29M,0.43%
11/06/2017,25.69,25.9,25.9,25.67,7.69M,-0.89%
11/03/2017,25.92,25.84,26,25.8,8.83M,0.47%
11/02/2017,25.8,25.5,25.85,25.1,17.17M,-0.27%
11/01/2017,25.87,25.6,26,25.6,16.69M,1.49%
10/31/2017,25.49,25.85,25.85,25.03,10.22M,-1.96%
10/30/2017,26,25.6,26,25.6,15.60M,1.13%
10/27/2017,25.71,25.61,25.71,25.51,9.92M,0.23%
10/26/2017,25.65,26.7,26,25.61,4.62M,0.20%
10/25/2017,25.6,25.88,27.17,25.55,43.46M,1.19%
10/24/2017,25.3,25.5,25.85,25.02,12.12M,0.80%
10/23/2017,25.1,25.25,25.25,24.8,13.67M,-3.42%
10/20/2017,25.99,26.22,26.28,25.97,24.03M,-0.99%
10/19/2017,26.25,26.2,26.4,26.19,14.04M,-0.23%
10/18/2017,26.31,26.06,26.5,26.06,13.61M,-0.53%
10/17/2017,26.45,26.3,26.55,26,21.99M,0.57%
10/16/2017,26.3,25.55,26.3,25.55,12.67M,3.14%
10/13/2017,25.5,25.3,25.5,25.3,9.15M,0.95%
10/12/2017,25.26,25.26,25.3,25.26,22.93M,0.04%
10/11/2017,25.25,25.97,25.5,25.01,10.50M,0.00%
10/10/2017,25.25,25.98,25.31,25.25,9.20M,0.00%
10/09/2017,25.25,25.08,25.35,25,23.67M,0.96%
10/06/2017,25.01,24.66,25.1,24.66,46.19M,1.34%
10/05/2017,24.68,24.9,24.68,24.46,7.81M,1.15%
10/04/2017,24.4,24.1,24.61,24.23,17.35M,1.62%
10/03/2017,24.01,23.4,24.08,23.4,26.87M,2.61%
09/29/2017,23.4,23.2,23.85,23.2,22.54M,0.43%
09/28/2017,23.3,22.21,23.3,22.21,8.71M,3.51%
09/27/2017,22.51,22.32,22.66,22.32,4.36M,1.76%
09/26/2017,22.12,22.1,22.35,22.05,16.65M,0.50%
09/25/2017,22.01,22.09,22.09,22.01,1.15M,-0.18%
09/22/2017,22.05,22,22.45,22,7.58M,0.23%
09/21/2017,22,22.65,22.09,22,25.49M,-0.36%
09/20/2017,22.08,22,22.08,22,1.56M,0.36%
09/19/2017,22,22.09,22.08,22,10.56M,-0.05%
09/18/2017,22.01,22.11,22.11,22,8.13M,-0.41%
09/15/2017,22.1,22.67,22.26,22.1,12.64M,-0.45%
09/14/2017,22.2,22.5,22.5,22,20.22M,-2.42%
09/13/2017,22.75,23,23.5,22.41,12.22M,-0.48%
09/12/2017,22.86,23.1,23.1,22.15,39.30M,-0.95%
09/11/2017,23.08,23.4,23.5,23.08,19.83M,0.00%
09/08/2017,23.08,23.8,24,23,21.79M,-2.82%
09/07/2017,23.75,23.99,24,23.75,18.46M,-0.04%
09/06/2017,23.76,23.4,24,23.61,9.29M,2.86%
09/05/2017,23.1,23,23.9,23,17.84M,0.43%
08/31/2017,23,22.81,23,22.8,10.30M,0.88%
08/30/2017,22.8,22.6,22.82,22.6,5.64M,0.00%
08/29/2017,22.8,23,22.93,22.8,18.20M,0.00%
08/28/2017,22.8,23.1,23.1,22.8,9.74M,-1.30%
08/25/2017,23.1,23.55,23.55,23.02,2.55M,0.00%
08/24/2017,23.1,23.4,23.54,23.1,17.51M,-1.70%
08/23/2017,23.5,23.5,23.6,23,57.24M,1.95%
08/22/2017,23.05,23.7,23.79,23,7.21M,-3.96%
08/21/2017,24,24.11,24.3,23.07,22.74M,-2.16%
08/18/2017,24.53,23.49,24.53,23.1,61.85M,6.61%
08/17/2017,23.01,22.5,23.62,22.5,25.97M,2.27%
08/16/2017,22.5,23.01,23.05,22.15,12.66M,-3.27%
08/15/2017,23.26,23.5,23.45,23.05,40.15M,-1.02%
08/14/2017,23.5,24,23.82,23.5,10.52M,-1.05%
08/11/2017,23.75,24.5,24.9,23.75,49.37M,-1.04%
08/10/2017,24,24.5,24.6,24,58.84M,-2.04%
08/09/2017,24.5,24.51,24.6,24.5,11.67M,0.00%
08/08/2017,24.5,24.5,25,24.02,16.91M,-2.39%
08/07/2017,25.1,25.37,25.37,25.07,29.57M,-0.40%
08/04/2017,25.2,25.4,25.4,24.99,80.33M,-0.79%
08/03/2017,25.4,25.19,25.4,25.01,18.12M,1.60%
08/02/2017,25,25,25.25,24.75,25.60M,1.42%
08/01/2017,24.65,25,24.9,24,27.76M,0.16%
07/31/2017,24.61,26,26,24.61,45.78M,-4.98%
07/28/2017,25.9,25.52,26.99,25.52,46.20M,0.74%
07/27/2017,25.71,25.6,26,25.06,63.04M,0.43%
07/26/2017,25.6,24.4,25.62,23.58,33.29M,6.67%
07/25/2017,24,23.4,24.41,23.4,43.18M,3.23%
07/24/2017,23.25,22.95,23.3,22.9,14.55M,1.31%
07/21/2017,22.95,21.94,22.95,21.94,39.43M,4.08%
07/20/2017,22.05,21.99,22.3,21.99,11.15M,0.32%
07/19/2017,21.98,21.83,22,21.9,33.11M,2.09%
07/18/2017,21.53,21.92,21.99,21.52,6.27M,-1.91%
07/17/2017,21.95,22.15,22.25,21.95,7.94M,0.09%
07/14/2017,21.93,22.1,22.05,21.93,16.05M,-0.77%
07/13/2017,22.1,22.1,22.1,22.02,17.35M,0.36%
07/12/2017,22.02,22,22.1,21.5,26.42M,0.00%
07/11/2017,22.02,21.89,22.1,21.26,18.28M,3.33%
07/10/2017,21.31,20.98,21.48,20.6,15.66M,3.45%
07/07/2017,20.6,20.5,20.6,20.35,73.31M,0.98%
07/06/2017,20.4,20.3,20.4,20.3,1.70M,0.99%
07/05/2017,20.2,19.8,20.25,19.71,28.50M,0.00%
07/04/2017,20.2,20.21,20.3,20.1,13.27M,-1.51%
07/03/2017,20.51,20.2,20.85,20.51,8.89M,-1.82%
06/30/2017,20.89,21.15,21.15,20.71,13.55M,-0.05%
06/29/2017,20.9,20.39,21.29,20.73,20.03M,1.55%
06/28/2017,20.58,19.6,20.58,20.09,13.44M,1.23%
06/23/2017,20.33,21.4,21.4,20.33,30.50M,-0.49%
06/22/2017,20.43,21.5,21.09,20.43,57.52M,-3.63%
06/21/2017,21.2,22,21.91,20.9,87.93M,-3.99%
06/20/2017,22.08,22.01,22.52,22,47.68M,-1.87%
06/19/2017,22.5,22.85,22.8,22.5,14.62M,-1.70%
06/16/2017,22.89,22.95,23,22.5,73.67M,-0.04%
06/15/2017,22.9,22.98,23,21.89,70.94M,4.61%
06/14/2017,21.89,20.85,21.89,20.75,61.13M,4.99%
06/13/2017,20.85,20.4,20.85,20.4,62.30M,1.02%
06/12/2017,20.64,20.25,20.69,20.34,14.30M,-0.29%
06/09/2017,20.7,20.5,20.8,20.5,21.03M,1.17%
06/08/2017,20.46,19.95,20.8,20,23.11M,2.35%
06/07/2017,19.99,20,20.05,19.26,17.12M,-0.79%
06/06/2017,20.15,20.45,20.34,19.9,51.32M,-0.15%
06/05/2017,20.18,19.82,20.6,20,54.88M,0.95%
06/02/2017,19.99,20,20.1,19.52,50.88M,2.51%
06/01/2017,19.5,19.24,20.1,19,35.11M,2.90%
05/31/2017,18.95,19.8,19.65,18.82,26.57M,-2.82%
05/30/2017,19.5,19.95,20.94,19.29,68.68M,1.93%
05/26/2017,19.13,18.45,19.13,18.41,44.33M,4.99%
05/25/2017,18.22,18.01,18.4,18.01,22.97M,1.17%
05/24/2017,18.01,17.7,18.2,17.8,94.79M,1.69%
05/23/2017,17.71,17.99,17.82,17.51,12.79M,0.06%
05/22/2017,17.7,17.89,18,17.58,29.86M,-1.06%
05/19/2017,17.89,17.9,17.9,17.5,31.54M,-0.45%
05/18/2017,17.97,17.25,17.99,17.25,63.21M,5.09%
05/17/2017,17.1,17.84,17.5,17,11.11M,-0.64%
05/16/2017,17.21,16.51,17.33,16.9,28.46M,0.64%
05/15/2017,17.1,18,18.13,17.1,225.35M,-5.68%
05/12/2017,18.13,19.08,19.08,18.13,106.35M,-0.28%
05/11/2017,18.18,17.95,18.18,17.31,46.96M,4.97%
05/10/2017,17.32,16.5,17.32,15.7,50.01M,5.61%
05/09/2017,16.4,16.2,16.5,16.2,52.30M,1.17%
05/08/2017,16.21,16,16.25,15.82,30.37M,0.19%
05/05/2017,16.18,15.97,16.25,15.97,58.54M,1.57%
05/04/2017,15.93,15.96,15.94,15.5,42.05M,1.46%
05/03/2017,15.7,15.38,15.75,15.38,41.88M,1.62%
05/02/2017,15.45,15.03,15.45,15,34.30M,3.69%
04/28/2017,14.9,14.94,15.03,14.8,30.84M,0.68%
04/27/2017,14.8,14.73,14.95,14.7,30.17M,1.23%
04/26/2017,14.62,14.79,14.79,14.6,7.60M,0.07%
04/25/2017,14.61,14.8,14.8,14.57,9.04M,-1.28%
04/24/2017,14.8,14.51,14.82,14.51,26.57M,2.07%
04/21/2017,14.5,14.5,14.55,14.5,2.40M,-0.07%
04/20/2017,14.51,14.56,14.6,14.51,3.73M,-0.62%
04/19/2017,14.6,14.45,14.6,14.45,33.58M,0.69%
04/18/2017,14.5,14.36,14.55,14.36,10.85M,0.55%
04/13/2017,14.42,14.3,14.49,14.3,30.93M,0.84%
04/12/2017,14.3,14.27,14.34,14.27,9.09M,0.35%
04/11/2017,14.25,14.35,14.4,14.25,5.24M,-1.32%
04/10/2017,14.44,14.23,14.49,14.23,5.35M,-0.07%
04/07/2017,14.45,14.5,14.5,14.35,2.52M,-0.34%
04/06/2017,14.5,14.5,14.54,14.42,15.30M,0.00%
04/05/2017,14.5,14.3,14.5,14.3,24.34M,1.40%
04/04/2017,14.3,14.2,14.5,14.2,5.04M,0.70%
04/03/2017,14.2,14.25,14.2,14.1,3.84M,1.07%
03/31/2017,14.05,14.14,14.12,14,69.13M,0.36%
03/30/2017,14,13.7,14,13.7,44.68M,1.60%
03/29/2017,13.78,13.7,13.8,13.67,3.46M,0.58%
03/28/2017,13.7,13.84,13.9,13.4,12.68M,1.48%
03/27/2017,13.5,13.99,13.77,13.5,52.91M,0.07%
03/24/2017,13.49,13.71,13.71,13.3,6.51M,-0.81%
03/23/2017,13.6,13.85,13.85,13.6,8.49M,-1.45%
03/22/2017,13.8,13.5,13.98,13.8,4.17M,1.10%
03/21/2017,13.65,13.72,13.72,13.6,2.89M,-2.50%
03/20/2017,14,14.5,14.1,13.99,23.04M,-0.92%
03/17/2017,14.13,14.5,14.8,14.12,41.43M,-2.89%
03/16/2017,14.55,14.05,14.55,14,20.88M,2.83%
03/15/2017,14.15,13.56,14.18,13.7,4.07M,2.83%
03/14/2017,13.76,13.2,13.76,13.35,7.54M,3.46%
03/13/2017,13.3,13.58,13.6,13.1,7.24M,-10.01%
03/10/2017,14.78,14.67,14.98,14.7,87.19M,0.89%
03/09/2017,14.65,14.6,14.77,14.55,45.00M,0.41%
03/08/2017,14.59,14.65,14.67,14.5,24.03M,-0.68%
03/07/2017,14.69,14.8,14.84,14.5,42.65M,1.31%
03/06/2017,14.5,14.2,14.59,14.27,24.03M,1.05%
03/03/2017,14.35,13.99,14.59,13.99,132.56M,3.24%
03/02/2017,13.9,14,14,13.89,33.74M,-0.71%
03/01/2017,14,14.8,14.9,13.98,81.71M,-4.76%
02/28/2017,14.7,15.1,15.1,14.7,107.25M,-0.68%
02/27/2017,14.8,14.84,15.4,14.75,69.11M,0.48%
02/24/2017,14.73,14.81,14.81,14.73,28.41M,-0.47%
02/23/2017,14.8,14.8,14.84,14.8,7.23M,0.00%
02/22/2017,14.8,14.77,14.83,14.7,42.03M,0.68%
02/21/2017,14.7,14.99,15,14.7,8.86M,-1.93%
02/20/2017,14.99,15,15,14.95,16.09M,-0.07%
02/17/2017,15,15.15,15.15,14.95,59.53M,0.07%
02/16/2017,14.99,15.1,15.1,14.95,12.78M,-0.13%
02/15/2017,15.01,15.2,15.35,15,48.47M,-0.86%
02/14/2017,15.14,15.74,15.74,15.14,9.62M,-3.81%
02/13/2017,15.74,15.8,15.99,15.51,2.36M,1.88%
02/10/2017,15.45,15.03,15.45,15.03,13.76M,2.93%
02/09/2017,15.01,15.01,15.13,15,12.50M,0.07%
02/08/2017,15,15,15.29,14.94,23.85M,0.00%
02/07/2017,15,15.2,15.2,14.97,18.68M,-2.15%
02/06/2017,15.33,15.41,15.43,15.22,12.18M,-1.48%
02/03/2017,15.56,15.65,15.65,15.49,3.33M,-0.26%
02/02/2017,15.6,15.4,15.8,15.4,18.67M,1.36%
02/01/2017,15.39,15.95,15.7,15.32,4.07M,-1.97%
01/31/2017,15.7,15.9,15.9,15.7,11.52M,-1.26%
01/30/2017,15.9,15.96,15.96,15.9,4.80M,-0.63%
01/27/2017,16,15.89,16,15.55,52.47M,3.23%
01/26/2017,15.5,15.45,15.54,15.45,7.19M,0.98%
01/25/2017,15.35,15.52,15.57,15.35,12.03M,-0.32%
01/24/2017,15.4,15.9,15.9,15.38,11.16M,-3.45%
01/23/2017,15.95,15.95,15.99,15.92,16.05M,-0.31%
01/20/2017,16,15.97,16,15.87,6.97M,1.01%
01/19/2017,15.84,15.8,15.89,15.61,10.07M,0.25%
01/18/2017,15.8,15.83,15.87,15.73,17.33M,-0.19%
01/17/2017,15.83,15.8,16,15.8,9.59M,-0.44%
01/16/2017,15.9,15.6,15.9,15.6,3.60M,2.12%
01/13/2017,15.57,15.26,15.6,15.26,2.55M,0.45%
01/12/2017,15.5,15.2,15.5,15.19,4.62M,2.04%
01/11/2017,15.19,15.27,15.27,15.19,4.79M,0.60%
01/10/2017,15.1,15.5,15.75,15,12.90M,-2.52%
01/09/2017,15.49,15,15.49,15,8.85M,4.87%
01/06/2017,14.77,14.5,14.9,14.5,20.81M,1.86%
01/05/2017,14.5,14.6,14.71,14.5,8.60M,-0.34%
01/04/2017,14.55,14.45,14.56,14.4,3.55M,1.04%
01/03/2017,14.4,14.52,14.6,14.4,2.75M,-2.37%
12/30/2016,14.75,14.82,14.9,14.75,8.45M,-0.94%
12/29/2016,14.89,14.8,14.9,14.75,11.76M,1.36%
12/28/2016,14.69,14.3,14.69,14.5,7.59M,1.66%
12/23/2016,14.45,14.4,14.57,14.4,3.88M,0.35%
12/22/2016,14.4,14.68,14.41,14.28,5.16M,0.00%
12/21/2016,14.4,14.31,14.7,14.3,20.54M,0.14%
12/20/2016,14.38,14.7,14.7,14.38,25.63M,-0.14%
12/19/2016,14.4,14.68,14.42,14.4,18.82M,0.07%
12/16/2016,14.39,14.96,14.73,14.22,12.82M,-2.31%
12/15/2016,14.73,14.55,14.9,14.55,20.75M,1.59%
12/14/2016,14.5,14.39,14.5,14.37,21.19M,1.12%
12/13/2016,14.34,14.45,14.48,14.2,4.82M,-1.10%
12/09/2016,14.5,14.28,14.5,14.2,2.19M,0.00%
12/08/2016,14.5,14.41,14.5,14.36,2.36M,1.75%
12/07/2016,14.25,14.35,14.46,14.25,2.16M,-0.35%
12/06/2016,14.3,14.5,14.43,14.3,10.43M,-0.35%
12/05/2016,14.35,14.02,14.45,14.12,29.52M,2.28%
12/02/2016,14.03,13.8,14.12,13.8,10.07M,1.67%
12/01/2016,13.8,13.96,13.96,13.79,5.88M,0.00%
11/30/2016,13.8,13.5,13.95,13.5,18.60M,2.07%
11/29/2016,13.52,13.5,13.6,13.36,6.20M,0.15%
11/28/2016,13.5,13.82,13.82,13.3,14.78M,-2.17%
11/25/2016,13.8,14.08,14.1,13.8,20.03M,-1.43%
11/24/2016,14,14.1,14.1,14,4.69M,-1.13%
11/23/2016,14.16,14.16,14.16,14.16,3.15M,-0.28%
11/22/2016,14.2,14.16,14.2,14,5.88M,0.35%
11/21/2016,14.15,14.17,14.17,14.15,5.85M,-0.21%
11/18/2016,14.18,14.06,14.3,14.11,2.04M,0.42%
11/17/2016,14.12,14.25,14.25,14.1,3.81M,-0.42%
11/16/2016,14.18,14.49,14.36,14,19.32M,-1.39%
11/15/2016,14.38,14.45,14.7,14.3,5.30M,-0.83%
11/14/2016,14.5,15.3,15.3,14.38,6.77M,-4.16%
11/11/2016,15.13,14.98,15.2,14.98,22.39M,2.93%
11/10/2016,14.7,14.3,15.01,14.5,9.70M,3.45%
11/09/2016,14.21,14.6,14.6,13.89,7.13M,-2.80%
